x,NH3,C7H16,O2,N2,p,T
0,1.67982e-322,1,0,1.11022e-16,6.10248e+06,363
2e-05,0,1,0,2.22045e-16,6.10248e+06,363
4e-05,1.63042e-322,1,1.4822e-322,2.22045e-16,6.10248e+06,363
6e-05,1.58101e-322,1,1.33398e-322,2.22045e-16,6.10248e+06,363
8e-05,3.45846e-323,1,0,2.22045e-16,6.10248e+06,363
0.0001,0,1,1.72923e-322,1.11022e-16,6.10248e+06,363
0.00012,0,1,0,2.22045e-16,6.10248e+06,363
0.00014,0,1,0,1.11022e-16,6.10248e+06,363
0.00016,0,1,1.58101e-322,3.33067e-16,6.10248e+06,363
0.00018,0,1,0,5.55112e-16,6.10248e+06,363
0.0002,1.97626e-323,1,0,5.55112e-16,6.10248e+06,363
0.00022,2.47033e-323,1,0,6.66134e-16,6.10248e+06,363
0.00024,0,1,1.5316e-322,4.44089e-16,6.10248e+06,363
0.00026,1.38338e-322,1,0,0,6.10248e+06,363
0.00028,3.95253e-323,1,1.33398e-322,0,6.10248e+06,363
0.0003,1.28457e-322,1,0,3.33067e-16,6.10248e+06,363
0.00032,1.43279e-322,1,0,7.77156e-16,6.10248e+06,363
0.00034,2.47033e-323,1,0,1.33227e-15,6.10248e+06,363
0.00036,1.33398e-322,1,0,1.55431e-15,6.10248e+06,363
0.00038,1.97626e-323,1,0,1.44329e-15,6.10248e+06,363
0.0004,1.67982e-322,1,0,1.55431e-15,6.10248e+06,363
0.00042,0,1,1.33398e-322,1.9984e-15,6.10248e+06,363
0.00044,0,1,1.62054e-321,1.44329e-15,6.10248e+06,363
0.00046,0,1,3.58494e-320,3.33067e-16,6.10248e+06,363
0.00048,0,1,8.20722e-319,4.44089e-16,6.10248e+06,363
0.0005,0,1,1.87232e-317,3.33067e-16,6.10248e+06,363
0.00052,1.38338e-322,1,4.25123e-316,5.55112e-16,6.10248e+06,363
0.00054,0,1,9.60915e-315,3.33067e-16,6.10248e+06,363
0.00056,1.38338e-322,1,2.16214e-313,3.33067e-16,6.10248e+06,363
0.00058,0,1,4.84293e-312,2.22045e-16,6.10248e+06,363
0.0006,0,1,1.07983e-310,3.33067e-16,6.10248e+06,363
0.00062,0,1,2.39672e-309,9.99201e-16,6.10248e+06,363
0.00064,0,1,5.29538e-308,1.22125e-15,6.10248e+06,363
0.00066,0,1,1.16463e-306,1.44329e-15,6.10248e+06,363
0.00068,1.58101e-322,1,2.5497e-305,9.99201e-16,6.10248e+06,363
0.0007,2.47033e-323,1,5.55641e-304,1.11022e-15,6.10248e+06,363
0.00072,0,1,1.20532e-302,1.44329e-15,6.10248e+06,363
0.00074,0,1,2.6026e-301,1.22125e-15,6.10248e+06,363
0.00076,0,1,5.59382e-300,5.55112e-16,6.10248e+06,363
0.00078,0,1,1.19674e-298,0,6.10248e+06,363
0.0008,0,1,2.54849e-297,0,6.10248e+06,363
0.00082,0,1,5.40193e-296,0,6.10248e+06,363
0.00084,0,1,1.13972e-294,3.33067e-16,6.10248e+06,363
0.00086,0,1,2.39344e-293,4.44089e-16,6.10248e+06,363
0.00088,2.47033e-323,1,5.00292e-292,1.11022e-16,6.10248e+06,363
0.0009,0,1,1.04087e-290,2.22045e-16,6.10248e+06,363
0.00092,0,1,2.15543e-289,0,6.10248e+06,363
0.00094,0,1,4.44261e-288,1.11022e-16,6.10248e+06,363
0.00096,0,1,9.11386e-287,2.22045e-16,6.10248e+06,363
0.00098,0,1,1.8609e-285,2.22045e-16,6.10248e+06,363
0.001,0,1,3.7818e-284,1.11022e-16,6.10248e+06,363
0.00102,0,1,7.64933e-283,1.11022e-16,6.10248e+06,363
0.00104,0,1,1.53991e-281,2.22045e-16,6.10248e+06,363
0.00106,0,1,3.08538e-280,8.88178e-16,6.10248e+06,363
0.00108,9.88131e-324,1,6.15264e-279,1.11022e-15,6.10248e+06,363
0.0011,1.23516e-322,1,1.2211e-277,7.77156e-16,6.10248e+06,363
0.00112,1.28457e-322,1,2.41196e-276,7.77156e-16,6.10248e+06,363.001
0.00114,0,1,4.74152e-275,7.77156e-16,6.10248e+06,363.001
0.00116,1.63042e-322,1,9.27664e-274,8.88178e-16,6.10248e+06,363.001
0.00118,6.52167e-322,1,1.80627e-272,1.11022e-15,6.10248e+06,363.001
0.0012,2.79098e-320,1,3.50021e-271,9.99201e-16,6.10248e+06,363.001
0.00122,8.01804e-319,1,6.75021e-270,1.11022e-15,6.10248e+06,363.001
0.00124,2.27712e-317,1,1.29554e-268,1.22125e-15,6.10248e+06,363.001
0.00126,6.43395e-316,1,2.47451e-267,9.99201e-16,6.10248e+06,363.001
0.00128,1.80891e-314,1,4.70358e-266,1.22125e-15,6.10248e+06,363.001
0.0013,5.06057e-313,1,8.89748e-265,9.99201e-16,6.10248e+06,363.001
0.00132,1.40871e-311,1,1.67494e-263,9.99201e-16,6.10248e+06,363.001
0.00134,3.90191e-310,1,3.13777e-262,3.33067e-16,6.10248e+06,363.001
0.00136,1.07537e-308,1,5.84966e-261,6.66134e-16,6.10248e+06,363.001
0.00138,2.94892e-307,1,1.08523e-259,3.33067e-16,6.10248e+06,363.001
0.0014,8.04604e-306,1,2.00351e-258,0,6.10248e+06,363.001
0.00142,2.18429e-304,1,3.68075e-257,0,6.10248e+06,363.001
0.00144,5.89989e-303,1,6.72901e-256,1.11022e-16,6.10248e+06,363.001
0.00146,1.58553e-301,1,1.22415e-254,0,6.10248e+06,363.001
0.00148,4.23932e-300,1,2.21604e-253,0,6.10248e+06,363.001
0.0015,1.12773e-298,1,3.9919e-252,0,6.10248e+06,363.001
0.00152,2.98463e-297,1,7.15546e-251,1.11022e-16,6.10248e+06,363.001
0.00154,7.85872e-296,1,1.27628e-249,0,6.10248e+06,363.001
0.00156,2.05864e-294,1,2.26516e-248,1.11022e-16,6.10248e+06,363.001
0.00158,5.36501e-293,1,4.00033e-247,1.11022e-16,6.10248e+06,363.001
0.0016,1.39096e-291,1,7.02961e-246,0,6.10248e+06,363.001
0.00162,3.58765e-290,1,1.22914e-244,0,6.10248e+06,363.001
0.00164,9.20549e-289,1,2.13845e-243,0,6.10248e+06,363.001
0.00166,2.34975e-287,1,3.70188e-242,0,6.10248e+06,363.001
0.00168,5.96658e-286,1,6.37629e-241,0,6.10248e+06,363.001
0.0017,1.50714e-284,1,1.09278e-239,3.33067e-16,6.10248e+06,363.001
0.00172,3.78705e-283,1,1.8634e-238,2.22045e-16,6.10248e+06,363.001
0.00174,9.46586e-282,1,3.16148e-237,3.33067e-16,6.10248e+06,363.001
0.00176,2.35355e-280,1,5.33678e-236,0,6.10248e+06,363.001
0.00178,5.82086e-279,1,8.96331e-235,0,6.10248e+06,363.001
0.0018,1.432e-277,1,1.4978e-233,4.44089e-16,6.10248e+06,363.001
0.00182,3.50417e-276,1,2.49016e-232,9.99201e-16,6.10248e+06,363.001
0.00184,8.52917e-275,1,4.11899e-231,8.88178e-16,6.10248e+06,363.001
0.00186,2.06491e-273,1,6.77852e-230,7.77156e-16,6.10248e+06,363.001
0.00188,4.97238e-272,1,1.10983e-228,9.99201e-16,6.10248e+06,363.001
0.0019,1.19093e-270,1,1.80782e-227,5.55112e-16,6.10248e+06,363.001
0.00192,2.83703e-269,1,2.92968e-226,5.55112e-16,6.10248e+06,363.001
0.00194,6.72185e-268,1,4.72334e-225,9.99201e-16,6.10248e+06,363.001
0.00196,1.584e-266,1,7.57598e-224,6.66134e-16,6.10248e+06,363.001
0.00198,3.7124e-265,1,1.20888e-222,8.88178e-16,6.10248e+06,363.001
0.002,8.65331e-264,1,1.91902e-221,6.66134e-16,6.10248e+06,363.001
0.00202,2.006e-262,1,3.03055e-220,1.11022e-16,6.10248e+06,363.001
0.00204,4.62483e-261,1,4.76108e-219,0,6.10248e+06,363.001
0.00206,2.21606e-260,1,1.88343e-218,0,6.10248e+06,363.001
0.00208,2.41791e-258,1,1.15685e-216,4.44089e-16,6.10248e+06,363.001
0.0021,5.48288e-257,1,1.7892e-215,1.11022e-16,6.10248e+06,363.001
0.00212,1.23642e-255,1,2.75272e-214,2.22045e-16,6.10248e+06,363.001
0.00214,2.77269e-254,1,4.21291e-213,1.11022e-16,6.10248e+06,363.001
0.00216,6.1832e-253,1,6.4138e-212,0,6.10248e+06,363.001
0.00218,1.37117e-251,1,9.71309e-211,0,6.10248e+06,363.001
0.0022,3.02366e-250,1,1.4632e-209,2.22045e-16,6.10248e+06,363.001
0.00222,6.63021e-249,1,2.19253e-208,1.11022e-16,6.10248e+06,363.001
0.00224,1.44567e-247,1,3.26801e-207,0,6.10248e+06,363.001
