x,NH3,C7H16,O2,N2,p,T
0,1.67982e-322,1,0,0,6.10254e+06,363
2e-05,0,1,0,3.33067e-16,6.10254e+06,363
4e-05,1.63042e-322,1,1.4822e-322,4.44089e-16,6.10254e+06,363
6e-05,1.58101e-322,1,1.33398e-322,2.22045e-16,6.10254e+06,363
8e-05,3.45846e-323,1,0,1.11022e-16,6.10254e+06,363
0.0001,0,1,1.72923e-322,5.55112e-16,6.10254e+06,363
0.00012,0,1,0,3.33067e-16,6.10254e+06,363
0.00014,0,1,0,3.33067e-16,6.10254e+06,363
0.00016,0,1,1.58101e-322,2.22045e-16,6.10254e+06,363
0.00018,0,1,0,8.88178e-16,6.10254e+06,363
0.0002,1.97626e-323,1,0,2.22045e-16,6.10254e+06,363
0.00022,2.47033e-323,1,0,8.88178e-16,6.10254e+06,363
0.00024,0,1,1.5316e-322,7.77156e-16,6.10254e+06,363
0.00026,1.38338e-322,1,0,2.22045e-16,6.10254e+06,363
0.00028,3.95253e-323,1,1.33398e-322,1.11022e-16,6.10254e+06,363
0.0003,1.28457e-322,1,0,1.11022e-15,6.10254e+06,363
0.00032,1.43279e-322,1,0,1.22125e-15,6.10254e+06,363
0.00034,2.47033e-323,1,0,1.44329e-15,6.10254e+06,363
0.00036,1.33398e-322,1,0,1.22125e-15,6.10254e+06,363
0.00038,1.97626e-323,1,0,5.55112e-16,6.10254e+06,363
0.0004,1.67982e-322,1,0,5.55112e-16,6.10254e+06,363
0.00042,0,1,1.23516e-322,4.44089e-16,6.10254e+06,363
0.00044,0,1,0,2.22045e-16,6.10254e+06,363
0.00046,0,1,1.43279e-322,7.77156e-16,6.10254e+06,363
0.00048,0,1,1.58101e-322,0,6.10254e+06,363
0.0005,0,1,0,1.11022e-16,6.10254e+06,363
0.00052,1.38338e-322,1,0,7.77156e-16,6.10254e+06,363
0.00054,0,1,0,1.22125e-15,6.10254e+06,363
0.00056,1.38338e-322,1,1.38338e-322,1.55431e-15,6.10254e+06,363
0.00058,0,1,0,2.10942e-15,6.10254e+06,363
0.0006,0,1,1.33398e-322,1.33227e-15,6.10254e+06,363
0.00062,0,1,3.70549e-322,1.33227e-15,6.10254e+06,363
0.00064,0,1,6.42285e-322,1.77636e-15,6.10254e+06,363
0.00066,0,1,3.31024e-322,1.33227e-15,6.10254e+06,363
0.00068,1.58101e-322,1,6.62048e-322,9.99201e-16,6.10254e+06,363
0.0007,2.47033e-323,1,3.50787e-322,8.88178e-16,6.10254e+06,363
0.00072,0,1,6.66989e-322,9.99201e-16,6.10254e+06,363
0.00074,0,1,4.5454e-322,8.88178e-16,6.10254e+06,363
0.00076,0,1,6.52167e-322,9.99201e-16,6.10254e+06,363
0.00078,0,1,8.54734e-322,1.33227e-15,6.10254e+06,363
0.0008,0,1,1.16599e-321,1.66533e-15,6.10254e+06,363
0.00082,0,1,1.15117e-321,8.88178e-16,6.10254e+06,363
0.00084,0,1,1.13141e-321,1.22125e-15,6.10254e+06,363
0.00086,0,1,1.35868e-321,1.11022e-15,6.10254e+06,363
0.00088,2.47033e-323,1,1.13141e-321,1.44329e-15,6.10254e+06,363
0.0009,0,1,1.36856e-321,1.22125e-15,6.10254e+06,363
0.00092,0,1,1.99603e-321,1.33227e-15,6.10254e+06,363
0.00094,0,1,2.50491e-321,1.9984e-15,6.10254e+06,363
0.00096,0,1,2.54444e-321,1.88738e-15,6.10254e+06,363
0.00098,0,1,2.49009e-321,1.9984e-15,6.10254e+06,363
0.001,0,1,2.50985e-321,1.22125e-15,6.10254e+06,363
0.00102,0,1,2.55926e-321,1.22125e-15,6.10254e+06,363
0.00104,0,1,2.53456e-321,9.99201e-16,6.10254e+06,363
0.00106,0,1,2.59384e-321,7.77156e-16,6.10254e+06,363
0.00108,9.88131e-324,1,6.96138e-321,8.88178e-16,6.10254e+06,363
0.0011,1.23516e-322,1,1.24356e-319,9.99201e-16,6.10254e+06,363
0.00112,1.28457e-322,1,3.30848e-318,7.77156e-16,6.10254e+06,363
0.00114,0,1,8.95575e-317,9.99201e-16,6.10254e+06,363
0.00116,1.63042e-322,1,2.415e-315,9.99201e-16,6.10254e+06,363
0.00118,0,1,6.48262e-314,7.77156e-16,6.10254e+06,363
0.0012,0,1,1.73215e-312,2.22045e-16,6.10254e+06,363
0.00122,1.38338e-322,1,4.60698e-311,3.33067e-16,6.10254e+06,363
0.00124,0,1,1.21966e-309,0,6.10254e+06,363
0.00126,0,1,3.21404e-308,5.55112e-16,6.10254e+06,363
0.00128,1.5316e-322,1,8.43035e-307,9.99201e-16,6.10254e+06,363
0.0013,0,1,2.20099e-305,9.99201e-16,6.10254e+06,363
0.00132,0,1,5.71961e-304,3.33067e-16,6.10254e+06,363
0.00134,0,1,1.47939e-302,3.33067e-16,6.10254e+06,363
0.00136,0,1,3.80859e-301,2.22045e-16,6.10254e+06,363
0.00138,0,1,9.75901e-300,0,6.10254e+06,363
0.0014,0,1,2.48887e-298,4.44089e-16,6.10254e+06,363
0.00142,0,1,6.31757e-297,3.33067e-16,6.10254e+06,363
0.00144,0,1,1.59604e-295,5.55112e-16,6.10254e+06,363
0.00146,4.51082e-321,1,4.01308e-294,2.22045e-16,6.10254e+06,363
0.00148,1.36135e-319,1,1.00427e-292,4.44089e-16,6.10254e+06,363
0.0015,4.18891e-318,1,2.50121e-291,3.33067e-16,6.10254e+06,363
0.00152,1.28211e-316,1,6.19983e-290,5.55112e-16,6.10254e+06,363
0.00154,3.90472e-315,1,1.52943e-288,3.33067e-16,6.10254e+06,363
0.00156,1.18324e-313,1,3.7549e-287,3.33067e-16,6.10254e+06,363
0.00158,3.56758e-312,1,9.17439e-286,2.22045e-16,6.10254e+06,363
0.0016,1.07025e-310,1,2.23082e-284,2.22045e-16,6.10254e+06,363
0.00162,3.19451e-309,1,5.39824e-283,0,6.10254e+06,363
0.00164,9.48692e-308,1,1.29998e-281,0,6.10254e+06,363
0.00166,2.80313e-306,1,3.1154e-280,3.33067e-16,6.10254e+06,363
0.00168,8.24047e-305,1,7.42982e-279,3.33067e-16,6.10254e+06,363
0.0017,2.41018e-303,1,1.76329e-277,1.11022e-16,6.10254e+06,363
0.00172,7.01339e-302,1,4.16434e-276,0,6.10254e+06,363
0.00174,2.03042e-300,1,9.78678e-275,0,6.10254e+06,363
0.00176,5.8481e-299,1,2.28876e-273,1.11022e-16,6.10254e+06,363
0.00178,1.67576e-297,1,5.32624e-272,1.11022e-16,6.10254e+06,363
0.0018,4.77718e-296,1,1.23338e-270,1.11022e-16,6.10254e+06,363
0.00182,1.35484e-294,1,2.84201e-269,1.11022e-16,6.10254e+06,363
0.00184,3.82261e-293,1,6.51625e-268,4.44089e-16,6.10254e+06,363
0.00186,1.07295e-291,1,1.48665e-266,6.66134e-16,6.10254e+06,363
0.00188,2.99598e-290,1,3.37487e-265,8.88178e-16,6.10254e+06,363
0.0019,8.32222e-289,1,7.62313e-264,1.11022e-15,6.10254e+06,363
0.00192,2.2997e-287,1,1.7133e-262,1.22125e-15,6.10254e+06,363
0.00194,6.32167e-286,1,3.83135e-261,6.66134e-16,6.10254e+06,363
0.00196,1.72868e-284,1,8.52477e-260,4.44089e-16,6.10254e+06,363
0.00198,4.70236e-283,1,1.88721e-258,4.44089e-16,6.10254e+06,363
0.002,1.27242e-281,1,4.15682e-257,3.33067e-16,6.10254e+06,363
0.00202,3.42493e-280,1,9.10957e-256,1.11022e-16,6.10254e+06,363
0.00204,9.17016e-279,1,1.98621e-254,0,6.10254e+06,363
0.00206,4.73561e-278,1,9.25674e-254,0,6.10254e+06,363
0.00208,6.47014e-276,1,9.29882e-252,2.22045e-16,6.10254e+06,363
0.0021,1.70497e-274,1,1.99661e-250,0,6.10254e+06,363
0.00212,4.46891e-273,1,4.26506e-249,0,6.10254e+06,363
0.00214,1.1651e-271,1,9.064e-248,6.66134e-16,6.10254e+06,363
0.00216,3.02133e-270,1,1.91633e-246,4.44089e-16,6.10254e+06,363
0.00218,7.7929e-269,1,4.03062e-245,0,6.10254e+06,363
0.0022,1.99923e-267,1,8.4337e-244,0,6.10254e+06,363
0.00222,5.10132e-266,1,1.75551e-242,0,6.10254e+06,363
0.00224,1.29466e-264,1,3.63513e-241,0,6.10254e+06,363
0.00226,3.26793e-263,1,7.48796e-240,0,6.10254e+06,363
0.00228,8.20412e-262,1,1.53436e-238,0,6.10254e+06,363
0.0023,2.04846e-260,1,3.12758e-237,0,6.10254e+06,363
0.00232,5.08691e-259,1,6.34156e-236,2.22045e-16,6.10254e+06,363
0.00234,1.25634e-257,1,1.27905e-234,1.11022e-16,6.10254e+06,363
0.00236,3.08588e-256,1,2.5661e-233,0,6.10254e+06,363
0.00238,7.5382e-255,1,5.12094e-232,0,6.10254e+06,363
0.0024,1.83133e-253,1,1.01651e-230,1.11022e-16,6.10254e+06,363
0.00242,4.42455e-252,1,2.00701e-229,3.33067e-16,6.10254e+06,363
0.00244,1.0631e-250,1,3.94147e-228,2.22045e-16,6.10254e+06,363
0.00246,2.54021e-249,1,7.69898e-227,0,6.10254e+06,363
0.00248,6.0361e-248,1,1.49578e-225,0,6.10254e+06,363
0.0025,1.42635e-246,1,2.89036e-224,3.33067e-16,6.10254e+06,363
0.00252,3.35178e-245,1,5.55499e-223,0,6.10254e+06,363
0.00254,7.83247e-244,1,1.06183e-221,1.11022e-16,6.10254e+06,363
0.00256,1.82008e-242,1,2.01863e-220,5.55112e-16,6.10254e+06,363
0.00258,4.20575e-241,1,3.81668e-219,1.11022e-16,6.10254e+06,363
0.0026,9.66397e-240,1,7.17685e-218,2.22045e-16,6.10254e+06,363
0.00262,2.2081e-238,1,1.34213e-216,1.11022e-16,6.10254e+06,363
0.00264,5.01684e-237,1,2.49611e-215,1.11022e-16,6.10254e+06,363
0.00266,1.1334e-235,1,4.61668e-214,1.11022e-16,6.10254e+06,363
0.00268,2.54609e-234,1,8.49159e-213,0,6.10254e+06,363
0.0027,5.68714e-233,1,1.55323e-211,0,6.10254e+06,363
0.00272,1.26311e-231,1,2.82526e-210,1.11022e-16,6.10254e+06,363
0.00274,2.78938e-230,1,5.1104e-209,2.22045e-16,6.10254e+06,363
0.00276,6.12479e-229,1,9.19212e-208,2.22045e-16,6.10254e+06,363
0.00278,1.33716e-227,1,1.64412e-206,1.11022e-16,6.10254e+06,363
0.0028,2.90256e-226,1,2.92418e-205,2.22045e-16,6.10254e+06,363
0.00282,6.26439e-225,1,5.17152e-204,0,6.10254e+06,363.001
0.00284,1.34422e-223,1,9.0943e-203,0,6.10254e+06,363.001
0.00286,2.86781e-222,1,1.59019e-201,1.11022e-16,6.10254e+06,363.001
0.00288,6.08293e-221,1,2.76472e-200,1.11022e-16,6.10254e+06,363.001
0.0029,1.28279e-219,1,4.77936e-199,0,6.10254e+06,363.001
0.00292,2.68948e-218,1,8.21475e-198,3.33067e-16,6.10254e+06,363.001
0.00294,5.60596e-217,1,1.40385e-196,1.11022e-16,6.10254e+06,363.001
0.00296,1.1617e-215,1,2.38528e-195,0,6.10254e+06,363.001
0.00298,2.39328e-214,1,4.02942e-194,1.11022e-16,6.10254e+06,363.001
0.003,4.90167e-213,1,6.76744e-193,4.44089e-16,6.10254e+06,363.001
0.00302,9.98025e-212,1,1.13e-191,3.33067e-16,6.10254e+06,363.001
0.00304,2.02013e-210,1,1.87582e-190,2.22045e-16,6.10254e+06,363.001
0.00306,4.06492e-209,1,3.09572e-189,0,6.10254e+06,363.001
0.00308,8.13118e-208,1,5.07901e-188,0,6.10254e+06,363.001
0.0031,1.61689e-206,1,8.28393e-187,6.66134e-16,6.10254e+06,363.001
0.00312,3.19614e-205,1,1.34315e-185,3.33067e-16,6.10254e+06,363.001
0.00314,6.28035e-204,1,2.1649e-184,1.11022e-16,6.10254e+06,363.001
0.00316,1.22673e-202,1,3.4687e-183,4.44089e-16,6.10254e+06,363.001
0.00318,2.38187e-201,1,5.52463e-182,9.99201e-16,6.10254e+06,363.001
0.0032,4.59709e-200,1,8.74662e-181,7.77156e-16,6.10254e+06,363.001
0.00322,8.81941e-199,1,1.37648e-179,6.66134e-16,6.10254e+06,363.001
0.00324,1.68183e-197,1,2.15319e-178,2.22045e-16,6.10254e+06,363.001
0.00326,3.18789e-196,1,3.34788e-177,4.44089e-16,6.10254e+06,363.001
0.00328,6.0062e-195,1,5.17398e-176,2.22045e-16,6.10254e+06,363.001
0.0033,1.12477e-193,1,7.94766e-175,0,6.10254e+06,363.001
0.00332,2.09359e-192,1,1.2134e-173,0,6.10254e+06,363.001
0.00334,3.87327e-191,1,1.84125e-172,0,6.10254e+06,363.001
0.00336,7.12221e-190,1,2.77685e-171,0,6.10254e+06,363.001
0.00338,1.30166e-188,1,4.16216e-170,0,6.10254e+06,363.001
0.0034,2.3644e-187,1,6.20014e-169,0,6.10254e+06,363.001
0.00342,4.26851e-186,1,9.17894e-168,0,6.10254e+06,363.001
0.00344,7.65881e-185,1,1.35046e-166,0,6.10254e+06,363.001
0.00346,1.36574e-183,1,1.97453e-165,0,6.10254e+06,363.001
0.00348,2.42042e-182,1,2.86896e-164,0,6.10254e+06,363.001
0.0035,4.26307e-181,1,4.14247e-163,3.33067e-16,6.10254e+06,363.001
0.00352,7.46204e-180,1,5.94371e-162,0,6.10254e+06,363.001
0.00354,1.29805e-178,1,8.47444e-161,3.33067e-16,6.10254e+06,363.001
0.00356,2.24396e-177,1,1.20063e-159,4.44089e-16,6.10254e+06,363.001
0.00358,3.85498e-176,1,1.69023e-158,7.77156e-16,6.10254e+06,363.001
0.0036,6.58125e-175,1,2.36433e-157,3.33067e-16,6.10254e+06,363.001
0.00362,1.11652e-173,1,3.28615e-156,0,6.10254e+06,363.001
0.00364,1.8823e-172,1,4.53812e-155,1.11022e-16,6.10254e+06,363.001
0.00366,3.15331e-171,1,6.22679e-154,7.77156e-16,6.10254e+06,363.001
0.00368,5.24925e-170,1,8.48872e-153,2.22045e-16,6.10254e+06,363.001
0.0037,8.68302e-169,1,1.14974e-151,0,6.10254e+06,363.001
0.00372,1.42719e-167,1,1.54713e-150,5.55112e-16,6.10254e+06,363.001
0.00374,2.33088e-166,1,2.06832e-149,6.66134e-16,6.10254e+06,363.001
0.00376,3.78252e-165,1,2.74699e-148,3.33067e-16,6.10254e+06,363.001
0.00378,6.09895e-164,1,3.62441e-147,9.99201e-16,6.10254e+06,363.001
0.0038,9.77094e-163,1,4.75061e-146,5.55112e-16,6.10254e+06,363.001
0.00382,1.5553e-161,1,6.18562e-145,8.88178e-16,6.10254e+06,363.001
0.00384,2.45971e-160,1,8.00069e-144,3.33067e-16,6.10254e+06,363.001
0.00386,3.86488e-159,1,1.02795e-142,1.11022e-15,6.10254e+06,363.001
0.00388,6.03338e-158,1,1.31192e-141,3.33067e-16,6.10254e+06,363.001
