x,NH3,C7H16,O2,N2,p,T
0,5.5079e-263,1,6.26819e-42,0,6.09927e+06,363
2e-05,6.01882e-262,1,3.99624e-41,1.11022e-16,6.09927e+06,363
4e-05,5.07877e-260,1,6.15519e-40,0,6.09927e+06,363
6e-05,3.78664e-257,1,2.04256e-38,3.33067e-16,6.09927e+06,363
8e-05,3.07921e-255,1,1.79585e-37,1.11022e-16,6.09927e+06,363
0.0001,2.48183e-253,1,1.46119e-36,0,6.09927e+06,363
0.00012,1.98255e-251,1,1.11979e-35,0,6.09927e+06,363.001
0.00014,1.56954e-249,1,8.16129e-35,2.22045e-16,6.09927e+06,363.001
0.00016,1.39179e-248,1,2.16636e-34,2.22045e-16,6.09927e+06,363.001
0.00018,9.57309e-246,1,3.80977e-33,1.11022e-16,6.09927e+06,363.001
0.0002,7.37446e-244,1,2.45601e-32,0,6.09927e+06,363.001
0.00022,5.62858e-242,1,1.5274e-31,4.44089e-16,6.09927e+06,363.001
0.00024,4.25628e-240,1,9.17684e-31,5.55112e-16,6.09927e+06,363.001
0.00026,3.18859e-238,1,5.33265e-30,5.55112e-16,6.09927e+06,363.001
0.00028,2.36634e-236,1,2.99983e-29,3.33067e-16,6.09927e+06,363.001
0.0003,1.73955e-234,1,1.63486e-28,4.44089e-16,6.09927e+06,363.001
0.00032,1.48616e-233,1,3.77221e-28,4.44089e-16,6.09927e+06,363.001
0.00034,9.13471e-231,1,4.42592e-27,8.88178e-16,6.09927e+06,363.001
0.00036,6.52433e-229,1,2.20086e-26,0,6.09927e+06,363.001
0.00038,4.61474e-227,1,1.0625e-25,1.11022e-16,6.09927e+06,363.002
0.0004,3.23222e-225,1,4.98176e-25,4.44089e-16,6.09927e+06,363.002
0.00042,2.24165e-223,1,2.26943e-24,4.44089e-16,6.09927e+06,363.002
0.00044,1.53928e-221,1,1.0048e-23,2.22045e-16,6.09927e+06,363.002
0.00046,1.04647e-219,1,4.32531e-23,0,6.09927e+06,363.002
0.00048,7.04304e-218,1,1.81076e-22,1.11022e-16,6.09927e+06,363.002
0.0005,4.69235e-216,1,7.37467e-22,3.33067e-16,6.09927e+06,363.002
0.00052,3.09448e-214,1,2.92273e-21,4.44089e-16,6.09927e+06,363.002
0.00054,2.01987e-212,1,1.12752e-20,3.33067e-16,6.09927e+06,363.002
0.00056,1.30487e-210,1,4.23512e-20,3.33067e-16,6.09927e+06,363.002
0.00058,8.34228e-209,1,1.54929e-19,3.33067e-16,6.09927e+06,363.002
0.0006,5.27777e-207,1,5.52133e-19,1.22125e-15,6.09927e+06,363.002
0.00062,3.30394e-205,1,1.91738e-18,1.33227e-15,6.09927e+06,363.002
0.00064,2.04643e-203,1,6.48998e-18,1.22125e-15,6.09927e+06,363.002
0.00066,1.25406e-201,1,2.1417e-17,1.44329e-15,6.09927e+06,363.003
0.00068,7.60254e-200,1,6.8923e-17,2.33147e-15,6.09927e+06,363.003
0.0007,4.55923e-198,1,2.16357e-16,3.44169e-15,6.09927e+06,363.003
0.00072,2.70447e-196,1,6.62656e-16,7.43849e-15,6.09927e+06,363.003
0.00074,1.58672e-194,1,1.98072e-15,1.9873e-14,6.09927e+06,363.003
0.00076,9.20692e-193,1,5.77943e-15,5.4845e-14,6.09927e+06,363.003
0.00078,5.28311e-191,1,1.64657e-14,1.48326e-13,6.09927e+06,363.003
0.0008,2.99775e-189,1,4.58155e-14,3.92686e-13,6.09927e+06,363.003
0.00082,1.68189e-187,1,1.24535e-13,1.01641e-12,6.09927e+06,363.003
0.00084,9.32966e-186,1,3.30765e-13,2.57638e-12,6.09927e+06,363.003
0.00086,5.11639e-184,1,8.58624e-13,6.39333e-12,6.09927e+06,363.003
0.00088,2.77371e-182,1,2.17894e-12,1.5537e-11,6.09927e+06,363.003
0.0009,1.48635e-180,1,5.40691e-12,3.69837e-11,6.09927e+06,363.003
0.00092,7.87249e-179,1,1.31226e-11,8.62487e-11,6.09927e+06,363.003
0.00094,4.12098e-177,1,3.11571e-11,1.97092e-10,6.09927e+06,363.003
0.00096,2.13183e-175,1,7.23877e-11,4.41414e-10,6.09927e+06,363.003
0.00098,1.08976e-173,1,1.64606e-10,9.69094e-10,6.09927e+06,363.003
0.001,5.50434e-172,1,3.66435e-10,2.08601e-09,6.09927e+06,363.003
0.00102,2.74687e-170,1,7.9877e-10,4.40331e-09,6.09927e+06,363.003
0.00104,1.35424e-168,1,1.70538e-09,9.11679e-09,6.09927e+06,363.004
0.00106,6.59545e-167,1,3.56691e-09,1.85177e-08,6.09927e+06,363.004
0.00108,3.17283e-165,1,7.31032e-09,3.69063e-08,6.09927e+06,363.004
0.0011,1.50753e-163,1,1.46842e-08,7.21876e-08,6.09927e+06,363.005
0.00112,7.07409e-162,1,2.89159e-08,1.38598e-07,6.09927e+06,363.006
0.00114,3.27808e-160,1,5.58329e-08,2.61257e-07,6.09927e+06,363.008
0.00116,1.49995e-158,0.999999,1.05733e-07,4.83588e-07,6.09927e+06,363.011
0.00118,6.77644e-157,0.999999,1.96424e-07,8.7915e-07,6.09927e+06,363.016
0.0012,3.02241e-155,0.999998,3.58049e-07,1.57005e-06,6.09927e+06,363.025
0.00122,1.33073e-153,0.999997,6.40547e-07,2.75491e-06,6.09927e+06,363.037
0.00124,5.78308e-152,0.999994,1.12491e-06,4.75041e-06,6.09927e+06,363.057
0.00126,2.48033e-150,0.99999,1.93976e-06,8.05129e-06,6.09927e+06,363.087
0.00128,1.04972e-148,0.999983,3.28502e-06,1.34152e-05,6.09927e+06,363.133
0.0013,4.38306e-147,0.999973,5.465e-06,2.19792e-05,6.09927e+06,363.2
0.00132,1.80521e-145,0.999956,8.93329e-06,3.54159e-05,6.09927e+06,363.299
0.00134,7.33176e-144,0.99993,1.43519e-05,5.61369e-05,6.09927e+06,363.441
0.00136,2.93544e-142,0.99989,2.26669e-05,8.75504e-05,6.09927e+06,363.644
0.00138,1.15808e-140,0.99983,3.52032e-05,0.000134378,6.09927e+06,363.927
0.0014,4.49951e-139,0.999743,5.37772e-05,0.000203031,6.09927e+06,364.32
0.00142,1.72052e-137,0.999617,8.083e-05,0.000302049,6.09927e+06,364.855
0.00144,6.46907e-136,0.999438,0.000119576,0.000442583,6.09927e+06,365.574
0.00146,2.38916e-134,0.999187,0.000174165,0.000638917,6.09927e+06,366.529
0.00148,8.65553e-133,0.998841,0.000249852,0.000909014,6.09927e+06,367.777
0.0015,3.07101e-131,0.998372,0.000353168,0.00127505,6.09927e+06,369.389
0.00152,1.06504e-129,0.997744,0.000492087,0.00176393,6.09927e+06,371.441
0.00154,3.60202e-128,0.996916,0.000676176,0.00240775,6.09927e+06,374.018
0.00156,1.18485e-126,0.995839,0.000916732,0.00324421,6.09927e+06,377.211
0.00158,3.77916e-125,0.994456,0.0012269,0.00431694,6.09927e+06,381.114
0.0016,1.1648e-123,0.992702,0.00162176,0.00567575,6.09927e+06,385.82
0.00162,3.45617e-122,0.990505,0.00211839,0.00737679,6.09927e+06,391.419
0.00164,9.83237e-121,0.987781,0.00273593,0.00948269,6.09927e+06,397.993
0.00166,2.67038e-119,0.984442,0.0034956,0.0120625,6.09927e+06,405.611
0.00168,6.89292e-118,0.980387,0.00442068,0.0151918,6.09927e+06,414.323
